Name,Address,Date,Hosts,Url
AWS x Karini AI: Governing GenAI Agents at Scale,"Midtown, New York City",2025-06-04T14:00:00,Karini AI,https://partiful.com/e/GxnLDbXPzE8si0SWR6js
AWS re:Spark ,"Midtown, New York City",2025-06-04T14:00:00,Amazon Web Services,https://partiful.com/e/SAwIJDG561q4ELmLQDwO
Space DAO Presents Launch and Learn,"Gramercy Park, New York City",2025-06-02T13:00:00,Space DAO,https://partiful.com/e/4FgLNnOQp1dvPlGPziPd
Ship Your AI Copilot in 5 Minutes,"SoHo, New York City",2025-06-03T14:00:00,initializ inc,https://partiful.com/e/u2K8PU4Z0U7wkDPuIpJF
"Bullet-Proof, Enterprise-Ready GenAI in 2025","Financial District, New York City",2025-06-05T19:00:00,Haize Labs,https://partiful.com/e/AgaxhB8mgbQpIY85Ufrc
Industrial Scale Web Scraping,"Union Square, New York City",2025-06-04T13:00:00,Sequentum,https://partiful.com/e/lXLLKmudvZnZ5ZyJ9YEN
Factorial Computer Club - Half Baked Product Demos,"Chelsea, New York City",2025-06-04T17:00:00,Factorial Capital,Invite Only
AI in Action: Driving Real Impact,"Tribeca, New York City",2025-06-04T11:00:00,Proximity Works,https://partiful.com/e/vJbS3ykDvSRc7QfBcqB8
Power & Poise Pilates ,"Flatiron, New York City",2025-06-07T09:00:00,"STEM Recharge, Fabletics",https://partiful.com/e/s5z1OaeOvISukJybTHVf
Annual BROOKLYN TECH EXPO 2025,"Brooklyn, New York City",2025-06-03T10:00:00,Pulse NYC,https://partiful.com/e/4XadOEflzuzaJVm76yOD
AI Governance Office Hours with AMBART LAW,"Nomad, New York City",2025-06-03T10:00:00,AMBART LAW pllc,https://partiful.com/e/t48MDIuZ4pvMkJZfsunl
Hands On Session Building w/ AI and Blockchain,"Midtown, New York City",2025-06-07T09:00:00,"StartOut, JP Morgan",Invite Only
Corporate Innovation Forum,"Hudson Yards, New York City",2025-06-03T15:00:00,"B Capital, Innolead",https://partiful.com/e/17O8YrQvQgtjHm4bL8vH
25–100+ Employee Issues: A Facilitated Dialogue,"Brooklyn, New York City",2025-06-03T10:00:00,Still Rush,https://partiful.com/e/QB9e4sZcjHJecnv4LDlV
AI in Action: Driving Real Impact ,"Tribeca, New York City",2025-06-04T11:00:00,Proximity Works,https://partiful.com/e/vJbS3ykDvSRc7QfBcqB8
"Hey AI, Roast My Campaign (Live!)","East Village, New York City",2025-06-04T11:30:00,Warrant,https://partiful.com/e/vWZ0EHA7Ig483IyWRIq5
"Focus, Flow, and Creativity for the Tech World",", New York City",2025-06-07T13:00:00,MENTA Series,https://partiful.com/e/yFnMLgBrpKGgBtYLX5Mx
AWS x Karini: Enterprise GenAI That Executes,"Midtown, New York City",2025-06-04T10:00:00,Karini AI,https://partiful.com/e/9or6GEc8GHu6evwbYdBw
Cryptography for On-Device AI,"SoHo, New York City",2025-06-03T14:00:00,NovaNet,https://partiful.com/e/ZUKmNIrTZ6tlHrK4XE5W
The Power of Coordinated Marketing,"Midtown, New York City",2025-06-04T13:00:00,Spartacus.app,https://partiful.com/e/Yt7iLoA1hDl6CxINZNlb
AI Masterclass: Data Techniques for Building AI,"Flatiron, New York City",2025-06-04T09:00:00,IBM,https://partiful.com/e/Qv3cY9xqEcS8yuUlo2W9
Smart M&A Exits for AdTech Startups,"Midtown, New York City",2025-06-02T17:30:00,Fox Rothschild LLP,https://partiful.com/e/3g4HUNhiDyBGsssoovUd
100M Popl Connections ,"Murray Hill, New York City",2025-06-04T19:00:00,Popl,https://partiful.com/e/ZZVQ1ZlocRgWz1BEbwac
Office Hours: GTM Advice from the Experts,"Flatiron, New York City",2025-06-05T14:00:00,Startup IQ,https://partiful.com/e/NRpDV0wHWGw1NMmgrq5g
Women Athletes Unlocking NIL Potential,"Midtown, New York City",2025-06-06T08:00:00,AI2030,https://partiful.com/e/LoQKnYTiBp9SCPdjnKMG
Tech Networking Mixer,"Midtown, New York City",2025-06-02T17:30:00,Cuculi,https://partiful.com/e/TzgHf4Uky94HWDQu0lZd
AI Reimagined: Discussion & Networking,"Brooklyn, New York City",2025-06-07T10:00:00,Digital Sense,https://partiful.com/e/pHSgfXevvMdsNtN3OlEq
AI x Bio Happy Hour,"Flatiron, New York City",2025-06-05T17:30:00,LifeX VC,https://partiful.com/e/bhcceiWxjKuZAmDgr8ED
The Data Paradox: Fuel for AI or Not?,"Midtown, New York City",2025-06-03T12:00:00,LibGem,https://partiful.com/e/BbPG8OJ4iVci8aukH7Vb
Northzone's NYC Breakfast Club,"Union Square, New York City",2025-06-03T08:30:00,Northzone,https://partiful.com/e/zLQ34C7dcAjoSoJ2FRSI
Startup IQ Workshop,"Flatiron, New York City",2025-06-02T09:30:00,Startup IQ,https://partiful.com/events/3D0wV0JTfEyHmcYFsMPA
Poker & PropTech with MetaProp,"Midtown, New York City",2025-06-04T19:00:00,MetaProp,https://partiful.com/e/E38EFVeQVphYwETx8X0q
Reinforcement Learning in Conversational AI,"SoHo, New York City",2025-06-05T17:30:00,Slingshot AI,https://partiful.com/e/tklM0l38BIes88V1rqmV
Paintball With Tech Founders #2,"None, New York City",2025-06-07T11:00:00,Founden.xyz,https://partiful.com/e/wFODSwjTOdkVzEbInWxl
Korean Startups in NYC,"Upper East Side, New York City",2025-06-06T15:00:00,"WorkOnward Inc, Korea International Trade Association(KITA), DHD Consulting LLC",https://partiful.com/events/9zkfZyz97tEk3vUz3aQw
You Can’t Scale Vibes: HR & Comp That Fuel Growth,"Tribeca, New York City",2025-06-04T18:30:00,"F3 (Founders, Funders, Fractionals)",https://partiful.com/e/UFzm7w97n2KcZYTURdXb
South Asians: Culture X Innovation ,"Midtown, New York City",2025-06-06T18:00:00,American South Asian Network,https://partiful.com/e/c7DX2RLVpDU4G6TxpOgA
South Asian Collective ,"Midtown, New York City",2025-06-07T14:00:00,American South Asian Network,https://partiful.com/e/TihGNeuA1clvGI2FTEwa
Drinks with Mainframe,"Chinatown, New York City",2025-06-04T17:00:00,Mainframe,Invite Only
"Happy Hour with Barsys, your robotic bartender","Midtown, New York City",2025-06-05T14:00:00,Barsys,https://partiful.com/e/jDLADeusF6KzUN5x5C4N
GTM AI Hackathon by Clay,"Flatiron, New York City",2025-06-03T18:00:00,Clay,https://partiful.com/e/QsQdW4ZPl8WSSl1r5ntp
Fashion & Creatives Coffee,"Chelsea, New York City",2025-06-08T11:00:00,Icon New York,https://partiful.com/e/4bRIWZhlBX7VQeCqtEtw
Pitch Lab:Why Music is Your Missing Killer Feature,"SoHo, New York City",2025-06-03T13:00:00,Merlin Connect,https://partiful.com/e/z9oa59YDH53CbKOzkpAv
a16z Speedrun Startup Culture Brunch,"Midtown, New York City",2025-06-06T09:30:00,a16z Speedrun,https://partiful.com/e/5uEGfQCrG0AOOFUD4z9M
Techstars Web3 Demo Day,"Union Square, New York City",2025-06-04T13:00:00,Techstars Web3,https://partiful.com/e/f9lzVHgKpIhdY3qIT2Yx
Inner Circle: Founder & VC Lunch ,"SoHo, New York City",2025-06-04T12:00:00,Menlo Ventures,https://partiful.com/e/6Hl6PGzJH9YmeLb19gNV
NY Tech Meetup w/NY Robotics ,"Union Square, New York City",2025-06-02T17:00:00,New York Robotics Network,https://partiful.com/e/e3oH1pW1vbTjgJOcAdIX
LATAM Founders: Building and Scaling in the U.S.,"Flatiron, New York City",2025-06-04T14:00:00,Startup IQ,https://partiful.com/e/VBZn7oYKM5fUfYWh5MRa
Curated Catan Games With Tech Founders,"West Village, New York City",2025-06-05T19:00:00,Founden.xyz,https://partiful.com/e/BTDCPQSPxSWJVdljiz9U
AI and the Future of De-fi Finance by Kyovest,"East Village, New York City",2025-06-05T18:00:00,Kyovest,https://partiful.com/e/8lAhK10n4oZS69YCP2gP
Curated Chess Games with Tech Founders,"West Village, New York City",2025-06-04T18:30:00,Founden.xyz,https://partiful.com/e/EwNj3vBW9oNi9ewSQv97
Premium Visas for Investors (at Chase Bank),"Midtown, New York City",2025-06-05T18:00:00,Making In America (www.makinginamerica.org),https://partiful.com/e/8UYLCkvL8NSUHJQkfcvh
The Founders' Rebellion,"Financial District, New York City",2025-06-05T18:30:00,Zus Health,https://partiful.com/e/gPuHoZ6mzniZUcgcXjmd
Women Tech Meetup: Raising on Your Terms,"SoHo, New York City",2025-06-02T17:30:00,"Women Tech Meetup, Puzzle",https://partiful.com/e/oiKwCtdfOaYoSFWDRxHy
Sweet Scoops & Smooth Systems: CORXLY Launch Party,"Union Square, New York City",2025-06-02T15:00:00,CORXLY,https://partiful.com/e/sBwcvtnQ8ykpFweFv3Fi
Evolving Your Hiring to Match Growth,"Virtual (NYC), New York City",2025-06-04T14:00:00,HIRECLOUT,https://partiful.com/e/Fc5jF2mtQ6kuQjclaFz6
Rewriting the Lifespan Panel,", New York City",2025-06-05T18:30:00,Counsel Health,https://partiful.com/e/g8eGfd089k4tzFFwxaHU
Women in VC & Growth Equity - Investing with Intent Panel,"Union Square, New York City",2025-06-03T17:30:00,Glade Brook Capital,https://partiful.com/e/gOK7UiCCXXk8XgJxAJuR
New York’s AI Edge: Leading with a Future-Ready Workforce ,"Flatiron, New York City",2025-06-06T09:00:00,IBM,https://partiful.com/e/IuEGq61K7Su1M7c31d5F
A Women’s Tech Tea Ceremony,"Brooklyn, New York City",2025-06-05T16:00:00,Still Rush,https://partiful.com/e/rYrkBLojAapfIL0DeLpV
Building More with Less,"Midtown, New York City",2025-06-04T11:30:00,Amazon Web Services,https://partiful.com/e/rTV57NMAnvSc52d7hOyR
B2B Marketing Leaders AI Dinner,"SoHo, New York City",2025-06-04T18:30:00,Default,https://partiful.com/e/OxwMtSA5uTZ0drPGxmYF
Lunch and Learn: Angel Investing Demystified,"Midtown, New York City",2025-06-04T12:00:00,Epic Angels,https://partiful.com/e/PuumfqDHbM9JnyBM5F4v
Healthcare Founders & Operators Happy Hour,"Midtown, New York City",2025-06-02T16:00:00,OpenLoop,https://partiful.com/e/jYAnuWN7loH5ikwlpsJK
FinTech Marketing North American Conference,", New York City",2025-06-03T11:00:00,FinTech Marketing Community, https://partiful.com/e/GbyjRnggLqEJIkjTH5wH
Hack For Impact NYC: One Day Edition,"Tribeca, New York City",2025-06-06T09:00:00,Pioneering Minds AI,https://partiful.com/e/bk3jj4TDS9od7Lk5SmIu
The AI Music and Video evolution,"SoHo, New York City",2025-06-04T18:30:00,Creatortech.ai,https://partiful.com/events/wIeyKrDfLhldnXL9U18P
GTM Fund AGM,"Flatiron, New York City",2025-06-05T09:00:00,Ramp,Invite Only
Pre-Game Take 3,"Brooklyn, New York City",2025-06-05T16:00:00,Hathora,https://partiful.com/e/AAiUVKHMll6Zjdudxtf2
Fundraising for Impact & AI Startups,"SoHo, New York City",2025-06-06T17:30:00,Stanford ASES New York City,https://partiful.com/e/0CqqiwUrUZZpb0CVsyes
2025 Recovery Mode Activated,"SoHo, New York City",2025-06-08T19:30:00,AskPetal,https://partiful.com/e/CBHWBU4NiTB1HFPdIIO4
Grow Together: Meet Your Next Partner in Success,"Virtual (NYC), New York City",2025-06-02T08:00:00,Walnut AI,https://partiful.com/e/tIJHeRfD5wRn5G3etHUr
A Gathering for Moms in Tech — Powering a Values-Driven Career,"Tribeca, New York City",2025-06-04T10:00:00,"The Grand, January Ventures, Elektra Health",https://partiful.com/e/VafGzCFS7btj2KKpEU3H
VC Backyard,"Midtown, New York City",2025-06-05T17:30:00,Lazo,https://partiful.com/e/VVTh5lUgJShykDXxc1Rc
The Next Frontier of Human-AI Collaboration,"Flatiron, New York City",2025-06-02T09:00:00,Wildwood Ventures,https://partiful.com/e/Y9GFC3du4G2xaFxo2Cb0
Wellness Wake-up w/MyFitPlate,"Hudson Yards, New York City",2025-06-06T10:00:00,MyFitPlate,https://partiful.com/e/784jugzYnyOVComuUC85
Rooftop Social & Pitch,"SoHo, New York City",2025-06-05T18:00:00,Swissnex,https://partiful.com/e/vmxOwQAMFLbnW7izU1Pn
AI and the Future of Government (Tech),"Union Square, New York City",2025-06-05T18:00:00,Commonweal Ventures,https://partiful.com/e/kpIGQeQNQXxnOAoz9adR
Founder Friends ,"Flatiron, New York City",2025-06-04T18:00:00,Hustle Fund,https://partiful.com/e/IykWZ3vqv7Z6KQsh3d1N
Today's Middle Tech: Live Podcast with Etsy and Internet Works,"Brooklyn, New York City",2025-06-03T16:00:00,Internet Works,https://partiful.com/e/ZhfiZzOpjBeVQPvtPvJ8
Reimagining the CFO Tech Stack with AI - Happy Hour,"West Village, New York City",2025-06-03T18:00:00,"ADP Ventures, PayPal Ventures",https://partiful.com/e/OJZUBoCN0pgerugqewE8
Founders Whiskey & Cigar Tasting,"SoHo, New York City",2025-06-06T19:00:00,Alt-Black,https://partiful.com/e/og0tOL1iXSTE9MF4f6cD
AI Evals on Tap w/Braintrust,"SoHo, New York City",2025-06-05T18:30:00,Braintrust,https://partiful.com/e/UttUiBF5XaYld7BLD52D
Founders Dinner - Captain's Edition,"Tribeca, New York City",2025-06-04T18:30:00,Builders,https://partiful.com/e/w5SNcrEsXieYeeVZbZM6
Wine and Cheese and AI Data Discussion,"SoHo, New York City",2025-06-03T18:30:00,"Aura Intelligence, Inc.",https://partiful.com/e/C1edbOFIlxHpawwrPxUQ
RWAs Summit,"Flatiron, New York City",2025-06-05T18:00:00,Republic,https://partiful.com/e/gz0KFOqx4PweixkQInsg
Harnessing AI to Craft Winning B2C Marketing Campaigns,"West Village, New York City",2025-06-03T18:00:00,Right Side Up,https://partiful.com/e/jroivFyQvhLjNyEX0XQC
Australian NYC Tech Community Summer Meet-up,"Midtown, New York City",2025-06-03T17:30:00,Austrade,https://partiful.com/e/QFsa55UJ8InsLk7jZqXL
Global Fintech Report launch,"Hudson Yards, New York City",2025-06-05T16:00:00,QED Investors,https://partiful.com/e/7MpIVjap7o6JKkCKX7k8
Private dinner -Manufacturing CXO Roundtable,"Flatiron, New York City",2025-06-05T19:00:00,broadn,https://partiful.com/e/fb76BKYru26XNLVVI8mk
MELT 150+ Founders x Investors Dyna ,"Midtown, New York City",2025-06-02T17:00:00,MELT,https://partiful.com/e/m2bNe493Y1VGFISsSpbm
Design Next Gen Wearables Material futures ,"Financial District, New York City",2025-06-06T10:00:00,PACE Front Yard,https://partiful.com/e/rmHl3ATUmU7D7o6sB3o8
Human Unicorn Pod Tech Week Bash,"Lower East Side, New York City",2025-06-04T18:30:00,Team Unicorn Pod,https://partiful.com/e/0xCOj1BoDTABY7vFVapy
Female Founders & Investors in Sports,"Midtown, New York City",2025-06-04T17:00:00,Arena,https://partiful.com/e/rKVH2d8c7i2MduuH7ofX
Kalshi Prediction Market Happy Hour,"SoHo, New York City",2025-06-05T19:00:00,Kalshi,Invite Only
Bicoastal AI Builders: University of California Alumni Shaping AI for Positive Impact,"Midtown, New York City",2025-06-05T19:00:00,UCNY Alumni Network,https://partiful.com/e/joF82aH5V7QLsiymOJ0Z
Lorimer Ventures 3rd Annual Community Gathering,"SoHo, New York City",2025-06-04T17:30:00,Lorimer Ventures,https://partiful.com/e/B8M4dQytmSHHSPxwUzXD
LinkedIn Marketing Exec Roundtable: Insights & Strategies for B2B Thought Leadership,"Midtown, New York City",2025-06-03T18:30:00,LinkedIn,https://partiful.com/e/ElIcIwz2H6IwCIXyH4Kr
Product Identity Authentication in the Digital Era,"Virtual (NYC), New York City",2025-06-07T11:30:00,b4gadget telcron,https://partiful.com/events/ItsA9JJlq1Gzbjzu2Btn
From Prompt to Product: A Live AI Agent-Building ,"Flatiron, New York City",2025-06-04T11:00:00,Ramp x Citizens Bank,Invite Only
Crossing the Pond: European Expansion Panel,"Midtown, New York City",2025-06-02T11:45:00,Deel,https://partiful.com/e/Epc4fSePuyRJXNeJX8Xu
Bronx Founders Lab: Startup Readiness Workshop,"Upper Manhattan, New York City",2025-06-04T18:00:00,Bronx Tech Hub,https://partiful.com/e/Fe688gB2HEFPBoRWqAmv
Battling AI Slop: A D2C Growth Dinner,"SoHo, New York City",2025-06-05T18:30:00,Digest Network,https://partiful.com/e/u4XnveCHe7AbFpX34qDk
Wallets & Wanderlust:  Fintech X Travel,"Midtown, New York City",2025-06-04T17:00:00,GoodPass,Invite Only
"BRAINS: Neurotech, AI, BCIs","Lower East Side, New York City",2025-06-04T13:00:00,Neurobane,https://partiful.com/e/mAZIlShbV2s22KGiZ7rl
Who's Hiring? Startup Job Seeker Breakfast,"Lower East Side, New York City",2025-06-04T09:00:00,Initialized Capital,https://partiful.com/e/lYFDl47w8Kt5T9Pci4pX
Post Exit Life: Tea Dialogue,"Brooklyn, New York City",2025-06-03T16:00:00,Still Rush,https://partiful.com/e/Zl4vNc2AKldePquRYkSO
Madeline & Co. Closing Party,"SoHo, New York City",2025-06-06T21:00:00,Madeline & Co.,https://partiful.com/e/P2ItZdgU4yznbi6Wdk39
Dev Tool Happy Hour with Deskree and Vercel,"SoHo, New York City",2025-06-04T18:00:00,Deskree,https://partiful.com/e/stBbP5zn9Js1LVov4Mf2
“Made in Local” / Experience Tech / Social Mapping,"SoHo, New York City",2025-06-06T17:00:00,GoodPass,Invite Only
Everywhere Ventures Pre-seed Founders Breakfast,"Flatiron, New York City",2025-06-04T09:00:00,Everwyhere Ventures,https://partiful.com/e/yPaDLCsUODvIjBpm1hyT
Scaling in the Era of AI,"Midtown, New York City",2025-06-04T10:00:00,Differential Ventures,https://partiful.com/e/GWSzhHVtuY8o1UEJfdsC
Dual-Use Innovation | Policy x Tech,"Midtown, New York City",2025-06-03T16:00:00,"VC in DC, Station DC",https://partiful.com/e/AXf80lTOrXfvJHK0fN5U
Influence and Advocacy for Engineering Leaders,"Midtown, New York City",2025-06-03T18:00:00,Engineering Leadership NYC,https://partiful.com/e/ADNHOew2Gqs37kKVgCyU
Founder/CEO Self-Mastery - a Dialogue,"Brooklyn, New York City",2025-06-05T10:00:00,Still Rush,https://partiful.com/e/L3e1iz9HCVU0vN0CLVBJ
"Founder, Funder Co-Working","Tribeca, New York City",2025-06-04T08:00:00,Bulletpitch,https://partiful.com/e/GiAjcokU8dzbtPa3BF0B
AI Founders & Funders Brunch,"Chelsea, New York City",2025-06-03T12:00:00,The AI Furnace,https://partiful.com/events/1erIQwY0e34tbhqbP7nF
Future of AI in Vertical Industries,"SoHo, New York City",2025-06-04T17:00:00,JVP,Invite Only
Fundraising With AI,"Midtown, New York City",2025-06-03T18:30:00,Finta,https://partiful.com/e/tichMIz5hzK6XV6aH6mB
Building AI Agents for Investors (Amino Capital & UBS),"Midtown, New York City",2025-06-05T06:00:00,Amino Capital,https://partiful.com/e/C1h2Wqp1AfNGWicL3kg2
Scaling AI in Fintech,"Flatiron, New York City",2025-06-02T17:30:00,Current,https://partiful.com/e/mBgFQ1J3m6B33XaR9qVi
Google Build with AI NYC,"Hudson Yards, New York City",2025-06-05T13:00:00,Google NYC,https://partiful.com/e/XzgdPmOuRTnkd3OTEjFl
Founders on the Future of Tech: AI & Consumer Behavior,"Flatiron, New York City",2025-06-04T09:00:00,Fenwick,https://partiful.com/e/b3mNCnrkCb9gGU3fW2zD
The AI Founder’s Playbook to Winning Gov Deals ,"Tribeca, New York City",2025-06-04T09:00:00,Kodely,https://partiful.com/e/XfX2yqaE0aRLvZ0hzqHY
AYC Presents: Level Up IRL ,"Midtown, New York City",2025-06-05T17:00:00,AYC Consulting Group,https://partiful.com/e/IF6s774rWRq0dZESUPxW
"Deep dive into Macro's metrics, mistakes & lessons","Flatiron, New York City",2025-06-05T10:00:00,Macro,https://partiful.com/e/iZfMn5LoEYTzidR98XoE
From Zero to Stack!,"Union Square, New York City",2025-06-04T18:00:00,Escape Velocity,https://partiful.com/e/FZoxCcGGlBEdalQHK1nT?
Pitch Lift NYC! Literally an elevator pitch,"Midtown, New York City",2025-06-02T18:00:00,Hands on Angel,https://partiful.com/e/gpF4TzZGXEAG5mSOXTKI
Rooftop Pickleball with Conquer,"Midtown, New York City",2025-06-04T18:15:00,Conquer App,https://partiful.com/e/L8XO7VGEIChSZ8i07GBi
New Friendship Tech Week,"Midtown, New York City",2025-06-07T22:00:00,New Friendship Tech,https://partiful.com/e/pRb8wWP6sOl727g7L5Er
Fun House - by Ilias Anwar + SeedLegals,"Midtown, New York City",2025-06-02T17:00:00,Seedlegals,https://partiful.com/e/IT5fBMSboU92Ihqjz7Ld
Cross-Border Tech Capital: Founders & Funders Fireside Chat ,"Virtual (NYC), New York City",2025-06-04T20:30:00,Reynold Lemkins Group,https://partiful.com/e/c9yLKVJu05hrzjGHwbjw
Sip & Scale: AI For Diverse Founders And Executives,"Midtown, New York City",2025-06-05T16:30:00,Accessible AI for All,https://partiful.com/e/RZOIyyjH2zLsGLmqjIQs
Web3&Me Investor-Founder Speed Dating,"None, New York City",2025-06-04T15:00:00,Techstars Web3,https://partiful.com/e/PsvFW9EPbYgjJlTlTLeZ
Visit the United Nations,"Midtown, New York City",2025-06-05T10:30:00,NEW MOON Impact Productions,https://partiful.com/e/zwlg0gi97JHjGW2fQ9uE
CX AI Leadership Dinner ,"SoHo, New York City",2025-06-03T18:00:00,Birdie.ai,Invite Only
AI + Torah — Artificial Wisdom ,"Brooklyn, New York City",2025-06-05T18:00:00,Tech Tribe,https://partiful.com/e/ua7cfZIMT8dA9EGFrkEQ
AI GTM Roundtable,"Hudson Yards, New York City",2025-06-04T14:00:00,Loyee.ai,https://partiful.com/e/MQvMnKNNi97nbFr6ltnD
"Kindred x a16z: Travel, Reimagined","Brooklyn, New York City",2025-06-04T18:00:00,Kindred,https://partiful.com/e/MUJ1E5gTShngEMRZ7P5p
Open Source AI Founders Panel,"Midtown, New York City",2025-06-04T14:30:00,Amazon Web Services,https://partiful.com/e/yWiB7UaI6GKqYAkY3auR
The Quantum Portal: A Bridge Between Worlds,"East Village, New York City",2025-06-07T19:45:00,"Illusion of Life, Inc.",Invite Only
Fashion & AI Happy Hour,"West Village, New York City",2025-06-06T18:00:00,Mirror Mirror AI,https://partiful.com/e/XGwArd61h7srf7jrj34B
Fashion & Creatives Mixer,"Nomad, New York City",2025-06-06T17:00:00,Icon New York,https://partiful.com/e/ECUnHbii0dwBZMJTcf8y
SweatPals and a16z speedrun present Coffee & Chill,"Hudson Yards, New York City",2025-06-07T09:00:00,SweatPals Inc.,https://partiful.com/e/kqAxxDlhbljeiDZJPj0n
Agents run Amuck,"SoHo, New York City",2025-06-04T15:00:00,Homere AI,https://partiful.com/e/Df3XpoMPp6s44lLfsIep
Tech on the Terrace: A Sunset Reception for NYC's Tech Leaders,"Flatiron, New York City",2025-06-02T18:00:00,IBM,https://partiful.com/e/cNMuCYjxVoWr8FoD1Csx
Coding with Qiskit: Program an IBM quantum computer from your laptop,"Flatiron, New York City",2025-06-04T15:00:00,IBM,https://partiful.com/e/w7zNVQNYEks2MpFMUynm
HealthTech x FinTech x AI,"SoHo, New York City",2025-06-03T17:30:00,Venteur,https://partiful.com/e/kblQqyaCVNtkOQpBZPcY
The Future of MedTech: AI & Investment Trends,"Flatiron, New York City",2025-06-02T17:00:00,MedRock Ventures Inc.,https://partiful.com/e/hLK4DI6BEQw5hEBnC0jL
Brex Flex Club - Yoga Edition,"Union Square, New York City",2025-06-04T09:30:00,Brex,https://partiful.com/e/v3EvR860jLqd1W6cAADf
NYC AI Demos,"Brooklyn, New York City",2025-06-03T18:00:00,"Tech:NYC, Pensar, Two Trees",https://partiful.com/e/ZD5GhA9ecziIZ1LqE3iT?
Investment to Acquisition with TR Ventures,"Midtown, New York City",2025-06-03T16:00:00,Thomson Reuters,https://partiful.com/e/jbroCtw2Ewr3jCT92dYw?
Building + Biohacking: A wellness hub for innovators,"Tribeca, New York City",2025-06-03T08:30:00,Shanti House,https://partiful.com/e/PuroVBkoO0l12QlAgEPR
From Campus to Unicorns,"Midtown, New York City",2025-06-04T18:30:00,Lowenstein Sandler,https://partiful.com/e/LPXJLZbP00LqKVeZlyhH
From Idea to Iconic: How Clay Redefined GTM in the Age of AI,"SoHo, New York City",2025-06-02T17:30:00,Notion,https://partiful.com/e/Pzc9ZDZjWqwTHlCr9m7u
Endless Frontier Labs: Founders & Funders Lunch,"Greenwich Village, New York City",2025-06-05T11:00:00,Endless Frontier labs - NYU Stern,https://partiful.com/e/mSaZ5HaeBXKez9jRGvjc
Synthetic Signals: Transforming Audience Discovery,"Lower East Side, New York City",2025-06-03T17:00:00,Panoplai,https://partiful.com/events/8W3A9XqaD6vj1LIl03MG
The AI Impact: Founders & Investors Happy Hour,"Greenwich Village, New York City",2025-06-04T18:00:00,Somnio Software,https://partiful.com/e/zyUgCIyHEXiIp7Scc1Nv
FinTech in Latin America,"East Village, New York City",2025-06-03T17:30:00,PERSEA Ventures,Invite Only
PROJECT B: Future of Fashion Scanning Event,"Brooklyn, New York City",2025-06-04T18:00:00,PROJECT B,https://partiful.com/e/ZPZvCjZKmM4lsGJjnwcV
FEMHACK 2025,"Midtown, New York City",2025-06-07T09:00:00,Fierce Foundry,https://partiful.com/e/fk2OyCIcXfZu5Xz5BK3V
Industry Bloc Demo Day,"Union Square, New York City",2025-06-02T09:00:00,Steel Atlas,https://partiful.com/e/cANkP6LMEOhfCbYKk4dx
Founders Breakfast AMA + Açaí Bowls & Juice Bar,"Tribeca, New York City",2025-06-03T09:00:00,"Rippling, Vanta, Puzzle",https://partiful.com/e/NN1nF1FoSoD4Taw8fWUM
AI Search & SEO - The New Era,"Midtown, New York City",2025-06-05T19:00:00,SUSO,https://partiful.com/e/y8LQuI25i05ikTp6oYcv?
The Future of Restaurant Technology,"Flatiron, New York City",2025-06-04T19:00:00,Loyalist,https://partiful.com/e/37UpNA19gW7sxU1JcB64
Sequoia Leader Connect,"Flatiron, New York City",2025-06-04T17:00:00,Sequoia,https://partiful.com/e/VByqaoFF3khnEqgA5XdO
Coeus Collective Pitch Showcase,"Financial District, New York City",2025-06-03T18:00:00,Coeus Collective,https://partiful.com/e/RsFRP8DavZE1Vnwp7r7e
Madeline & Co—Working Speakeasy Pop-Up Lounge (June 6),"SoHo, New York City",2025-06-06T10:00:00,Madeline & Co.,https://partiful.com/e/dXIMMeAqTupcwAx5cZQS
Madeline & Co—Working Speakeasy Pop-Up Lounge (June 4),"SoHo, New York City",2025-06-04T10:00:00,Madeline & Co.,https://partiful.com/e/nkuC01NsLAufOBc2BoJ1
Tech Week & Pride Month Kickoff Event by JPMorgan,"West Village, New York City",2025-06-03T18:00:00,J.P. Morgan's Innovation Economy,https://partiful.com/e/mYrXbeYOjgDUifAjkspN
Madeline & Co—Working Speakeasy Pop-Up Lounge (June 5),"SoHo, New York City",2025-06-05T10:00:00,Madeline & Co.,https://partiful.com/e/91sI0GL08367RexC5Z9M
Tech Networking Lunch (June 3),"Midtown, New York City",2025-06-03T13:00:00,Cuculi,https://partiful.com/e/6EGDaxCmokXR1GcH3IGl
NY Tech Week Money is Funny/Snark Tank Tech Pitch Roast Comedy- Monday,"East Village, New York City",2025-06-02T19:00:00,Tech Pitch Roast Comedy LLC,https://partiful.com/e/ZyiXVGJrcguK1VXq5BPd
Madeline & Co—Working Speakeasy Pop-Up Lounge (June 3),"SoHo, New York City",2025-06-03T10:00:00,Madeline & Co.,https://partiful.com/e/d38tPOukFa8tklb1bzx3
Money is Funny/Snark Tank Pitch Roast Comedy (June 4),"East Village, New York City",2025-06-04T18:00:00,Tech Pitch Roast Comedy LLC,https://partiful.com/e/v9txuFLzCO94Gnodd0kF
Tech Networking Dinner (June 3),"West Village, New York City",2025-06-03T18:00:00,Cuculi,https://partiful.com/e/a9r5WceO4DjCl7Uc6jI1
NY Tech Week Money is Funny/Snark Tank Tech Pitch Roast Comedy- Friday,"East Village, New York City",2025-06-06T18:00:00,Tech Pitch Roast Comedy LLC,https://partiful.com/e/BgUJ0fOTuJdjssJb4DWU
